Date,neighbourhood,count
2015-03-31,East Elmhurst,66
2015-03-31,East Flatbush/Farragut,52
2015-03-31,East Flatbush/Remsen Village,75
2015-03-31,East Flushing,15
2015-03-31,East Harlem North,216
2015-03-31,East Harlem South,284
2015-03-31,East New York,76
2015-03-31,East New York/Pennsylvania Avenue,17
2015-03-31,East Tremont,19
2015-03-31,East Village,1714
2015-03-31,East Williamsburg,488
2015-03-31,Eastchester,11
2015-03-31,Elmhurst,125
2015-03-31,Elmhurst/Maspeth,40
2015-03-31,Erasmus,53
2015-03-31,Far Rockaway,3
2015-03-31,Financial District North,974
2015-03-31,Financial District South,402
2015-03-31,Flatbush/Ditmas Park,222
2015-03-31,Flatiron,1211
2015-03-31,Flatlands,79
2015-03-31,Flushing,78
2015-03-31,Flushing Meadows-Corona Park,19
2015-03-31,Fordham South,9
2015-03-31,Forest Hills,198
2015-03-31,Forest Park/Highland Park,1
2015-03-31,Fort Greene,375
2015-03-31,Fresh Meadows,22
2015-03-31,Garment District,1201
2015-03-31,Glen Oaks,6
2015-03-31,Glendale,33
2015-03-31,Gowanus,180
2015-03-31,Gramercy,1317
2015-03-31,Gravesend,14
2015-03-31,Greenpoint,566
2015-03-31,Greenwich Village North,1490
2015-03-31,Greenwich Village South,1110
2015-03-31,Grymes Hill/Clifton,2
2015-03-31,Hamilton Heights,147
2015-03-31,Hammels/Arverne,4
2015-03-31,Heartland Village/Todt Hill,4
2015-03-31,Highbridge,22
2015-03-31,Hillcrest/Pomonok,98
2015-03-31,Hollis,10
2015-03-31,Homecrest,126
2015-03-31,Howard Beach,25
2015-03-31,Hudson Sq,893
2015-03-31,Hunts Point,16
2015-03-31,Inwood,66
2015-03-31,Inwood Hill Park,6
2015-03-31,Jackson Heights,142
2015-03-31,Jamaica,85
2015-03-31,Jamaica Estates,39
2015-03-31,JFK Airport,1489
2015-03-31,Kensington,61
2015-03-31,Kew Gardens,59
2015-03-31,Kew Gardens Hills,84
2015-03-31,Kingsbridge Heights,17
2015-03-31,Kips Bay,560
2015-03-31,LaGuardia Airport,1194
2015-03-31,Laurelton,17
2015-03-31,Lenox Hill East,789
2015-03-31,Lenox Hill West,1094
2015-03-31,Lincoln Square East,1021
2015-03-31,Lincoln Square West,629
2015-03-31,Little Italy/NoLiTa,1426
2015-03-31,Long Island City/Hunters Point,343
2015-03-31,Long Island City/Queens Plaza,96
2015-03-31,Longwood,15
2015-03-31,Lower East Side,1100
2015-03-31,Madison,45
2015-03-31,Manhattan Beach,17
2015-03-31,Manhattan Valley,319
2015-03-31,Manhattanville,85
2015-03-31,Marble Hill,7
2015-03-31,Marine Park/Mill Basin,32
2015-03-31,Mariners Harbor,1
2015-03-31,Maspeth,66
2015-03-31,Meatpacking/West Village West,1418
2015-03-31,Melrose South,26
2015-03-31,Middle Village,49
2015-03-31,Midtown Center,4128
2015-03-31,Midtown East,2534
2015-03-31,Midtown North,2189
2015-03-31,Midtown South,1759
2015-03-31,Midwood,119
2015-03-31,Morningside Heights,318
2015-03-31,Morrisania/Melrose,26
2015-03-31,Mott Haven/Port Morris,47
2015-03-31,Mount Hope,22
2015-03-31,Murray Hill,1773
2015-03-31,Murray Hill-Queens,21
2015-03-31,Newark Airport,1
2015-03-31,North Corona,12
2015-03-31,Norwood,31
2015-03-31,Oakland Gardens,22
2015-03-31,Oakwood,1
2015-03-31,Ocean Hill,56
2015-03-31,Ocean Parkway South,51
2015-03-31,Old Astoria,110
2015-03-31,Ozone Park,21
2015-03-31,Park Slope,764
2015-03-31,Parkchester,13
2015-03-31,Pelham Bay,11
2015-03-31,Pelham Bay Park,1
2015-03-31,Pelham Parkway,29
2015-03-31,Penn Station/Madison Sq West,949
2015-03-31,Port Richmond,1
2015-03-31,Prospect Heights,231
2015-03-31,Prospect Park,13
2015-03-31,Prospect-Lefferts Gardens,188
2015-03-31,Queens Village,33
2015-03-31,Queensboro Hill,23
2015-03-31,Queensbridge/Ravenswood,30
2015-03-31,Randalls Island,3
2015-03-31,Red Hook,126
2015-03-31,Rego Park,63
2015-03-31,Richmond Hill,58
2015-03-31,Ridgewood,122
2015-03-31,Riverdale/North Riverdale/Fieldston,98
2015-03-31,Roosevelt Island,13
2015-03-31,Rosedale,17
2015-03-31,Saint Albans,23
2015-03-31,Saint George/New Brighton,3
2015-03-31,Saint Michaels Cemetery/Woodside,4
2015-03-31,Schuylerville/Edgewater Park,11
2015-03-31,Seaport,269
2015-03-31,Sheepshead Bay,39
2015-03-31,SoHo,1407
2015-03-31,Soundview/Bruckner,17
2015-03-31,Soundview/Castle Hill,24
2015-03-31,South Beach/Dongan Hills,1
2015-03-31,South Jamaica,21
2015-03-31,South Ozone Park,66
2015-03-31,South Williamsburg,40
2015-03-31,Springfield Gardens North,14
2015-03-31,Springfield Gardens South,13
2015-03-31,Spuyten Duyvil/Kingsbridge,73
2015-03-31,Stapleton,2
2015-03-31,Starrett City,11
2015-03-31,Steinway,171
2015-03-31,Stuy Town/Peter Cooper Village,312
2015-03-31,Stuyvesant Heights,267
2015-03-31,Sunnyside,254
2015-03-31,Sunset Park East,41
2015-03-31,Sunset Park West,153
2015-03-31,Sutton Place/Turtle Bay North,999
2015-03-31,Times Sq/Theatre District,2263
2015-03-31,TriBeCa/Civic Center,2493
2015-03-31,Two Bridges/Seward Park,342
2015-03-31,UN/Turtle Bay South,785
2015-03-31,Union Sq,2864
2015-03-31,University Heights/Morris Heights,25
2015-03-31,Unknown,25
2015-03-31,Upper East Side North,1523
2015-03-31,Upper East Side South,2060
2015-03-31,Upper West Side North,804
2015-03-31,Upper West Side South,1006
2015-03-31,Van Cortlandt Park,3
2015-03-31,Van Cortlandt Village,40
2015-03-31,Van Nest/Morris Park,35
2015-03-31,Washington Heights North,167
2015-03-31,Washington Heights South,252
2015-03-31,West Brighton,2
2015-03-31,West Chelsea/Hudson Yards,1631
2015-03-31,West Concourse,51
2015-03-31,West Farms/Bronx River,15
2015-03-31,West Village,1441
2015-03-31,Westchester Village/Unionport,21
2015-03-31,Westerleigh,1
2015-03-31,Whitestone,16
2015-03-31,Willets Point,1
2015-03-31,Williamsbridge/Olinville,19
2015-03-31,Williamsburg (North Side),856
2015-03-31,Williamsburg (South Side),544
2015-03-31,Windsor Terrace,101
2015-03-31,Woodhaven,62
2015-03-31,Woodlawn/Wakefield,14
2015-03-31,Woodside,74
2015-03-31,World Trade Center,389
2015-03-31,Yorkville East,632
2015-03-31,Yorkville West,682
2015-04-01,Allerton/Pelham Gardens,14
2015-04-01,Alphabet City,409
2015-04-01,Arrochar/Fort Wadsworth,3
2015-04-01,Astoria,331
2015-04-01,Astoria Park,2
2015-04-01,Auburndale,16
2015-04-01,Baisley Park,34
2015-04-01,Bath Beach,8
2015-04-01,Battery Park,8
2015-04-01,Battery Park City,713
2015-04-01,Bay Ridge,159
2015-04-01,Bay Terrace/Fort Totten,10
2015-04-01,Bayside,31
2015-04-01,Bedford,357
2015-04-01,Bedford Park,28
2015-04-01,Bellerose,11
2015-04-01,Belmont,68
2015-04-01,Bensonhurst East,45
2015-04-01,Bensonhurst West,44
2015-04-01,Bloomfield/Emerson Hill,1
2015-04-01,Bloomingdale,107
2015-04-01,Boerum Hill,321
2015-04-01,Borough Park,104
2015-04-01,Briarwood/Jamaica Hills,62
2015-04-01,Brighton Beach,18
2015-04-01,Bronx Park,9
2015-04-01,Bronxdale,9
2015-04-01,Brooklyn Heights,339
2015-04-01,Brooklyn Navy Yard,62
2015-04-01,Brownsville,65
2015-04-01,Bushwick North,300
2015-04-01,Bushwick South,437
2015-04-01,Cambria Heights,12
2015-04-01,Canarsie,85
2015-04-01,Carroll Gardens,199
2015-04-01,Central Harlem,253
2015-04-01,Central Harlem North,279
2015-04-01,Central Park,210
2015-04-01,Charleston/Tottenville,1
2015-04-01,Chinatown,168
2015-04-01,Claremont/Bathgate,20
2015-04-01,Clinton East,1141
2015-04-01,Clinton Hill,418
2015-04-01,Clinton West,613
2015-04-01,Co-Op City,14
2015-04-01,Cobble Hill,109
2015-04-01,College Point,15
2015-04-01,Columbia Street,56
2015-04-01,Coney Island,17
2015-04-01,Corona,1
2015-04-01,Corona,32
2015-04-01,Country Club,5
2015-04-01,Crotona Park East,15
2015-04-01,Crown Heights North,398
2015-04-01,Crown Heights South,121
2015-04-01,Cypress Hills,27
2015-04-01,Douglaston,10
2015-04-01,Downtown Brooklyn/MetroTech,310
2015-04-01,DUMBO/Vinegar Hill,290
2015-04-01,Dyker Heights,37
2015-04-01,East Chelsea,1395
2015-04-01,East Concourse/Concourse Village,26
2015-04-01,East Elmhurst,49
2015-04-01,East Flatbush/Farragut,43
2015-04-01,East Flatbush/Remsen Village,67
2015-04-01,East Flushing,20
2015-04-01,East Harlem North,193
2015-04-01,East Harlem South,212
2015-04-01,East New York,90
2015-04-01,East New York/Pennsylvania Avenue,21
2015-04-01,East Tremont,16
2015-04-01,East Village,1593
2015-04-01,East Williamsburg,453
2015-04-01,Eastchester,13
2015-04-01,Elmhurst,97
2015-04-01,Elmhurst/Maspeth,40
2015-04-01,Eltingville/Annadale/Prince's Bay,1
2015-04-01,Erasmus,64
2015-04-01,Far Rockaway,4
2015-04-01,Financial District North,806
2015-04-01,Financial District South,315
2015-04-01,Flatbush/Ditmas Park,191
2015-04-01,Flatiron,1016
2015-04-01,Flatlands,71
2015-04-01,Flushing,79
2015-04-01,Flushing Meadows-Corona Park,10
2015-04-01,Fordham South,3
2015-04-01,Forest Hills,184
2015-04-01,Fort Greene,297
2015-04-01,Fresh Meadows,22
2015-04-01,Garment District,939
2015-04-01,Glen Oaks,14
2015-04-01,Glendale,32
2015-04-01,Gowanus,167
2015-04-01,Gramercy,1167
2015-04-01,Gravesend,23
2015-04-01,Great Kills,1
2015-04-01,Green-Wood Cemetery,1
2015-04-01,Greenpoint,609
2015-04-01,Greenwich Village North,1256
2015-04-01,Greenwich Village South,845
2015-04-01,Grymes Hill/Clifton,2
2015-04-01,Hamilton Heights,150
2015-04-01,Hammels/Arverne,2
2015-04-01,Heartland Village/Todt Hill,3
2015-04-01,Highbridge,34
2015-04-01,Highbridge Park,1
2015-04-01,Hillcrest/Pomonok,113
2015-04-01,Hollis,10
2015-04-01,Homecrest,88
2015-04-01,Howard Beach,11
2015-04-01,Hudson Sq,679
2015-04-01,Hunts Point,14
2015-04-01,Inwood,56
2015-04-01,Inwood Hill Park,6
2015-04-01,Jackson Heights,147
2015-04-01,Jamaica,60
2015-04-01,Jamaica Estates,37
2015-04-01,JFK Airport,1393
2015-04-01,Kensington,54
2015-04-01,Kew Gardens,46
2015-04-01,Kew Gardens Hills,81
2015-04-01,Kingsbridge Heights,16
2015-04-01,Kips Bay,482
2015-04-01,LaGuardia Airport,1148
2015-04-01,Laurelton,19
2015-04-01,Lenox Hill East,633
2015-04-01,Lenox Hill West,962
2015-04-01,Lincoln Square East,942
2015-04-01,Lincoln Square West,517
2015-04-01,Little Italy/NoLiTa,1254
2015-04-01,Long Island City/Hunters Point,386
2015-04-01,Long Island City/Queens Plaza,83
2015-04-01,Longwood,6
2015-04-01,Lower East Side,1033
2015-04-01,Madison,40
2015-04-01,Manhattan Beach,19
2015-04-01,Manhattan Valley,280
2015-04-01,Manhattanville,89
2015-04-01,Marble Hill,8
2015-04-01,Marine Park/Floyd Bennett Field,1
2015-04-01,Marine Park/Mill Basin,53
2015-04-01,Maspeth,76
2015-04-01,Meatpacking/West Village West,1241
2015-04-01,Melrose South,20
2015-04-01,Middle Village,48
2015-04-01,Midtown Center,3021
2015-04-01,Midtown East,1873
2015-04-01,Midtown North,1788
2015-04-01,Midtown South,1490
2015-04-01,Midwood,105
2015-04-01,Morningside Heights,277
2015-04-01,Morrisania/Melrose,22
2015-04-01,Mott Haven/Port Morris,43
2015-04-01,Mount Hope,24
2015-04-01,Murray Hill,1523
2015-04-01,Murray Hill-Queens,22
2015-04-01,North Corona,18
2015-04-01,Norwood,28
2015-04-01,Oakland Gardens,18
2015-04-01,Oakwood,1
2015-04-01,Ocean Hill,57
2015-04-01,Ocean Parkway South,46
2015-04-01,Old Astoria,100
2015-04-01,Ozone Park,25
2015-04-01,Park Slope,718
2015-04-01,Parkchester,15
2015-04-01,Pelham Bay,7
2015-04-01,Pelham Parkway,32
2015-04-01,Penn Station/Madison Sq West,984
2015-04-01,Port Richmond,1
2015-04-01,Prospect Heights,221
2015-04-01,Prospect Park,46
2015-04-01,Prospect-Lefferts Gardens,167
2015-04-01,Queens Village,31
2015-04-01,Queensboro Hill,26
2015-04-01,Queensbridge/Ravenswood,29
2015-04-01,Randalls Island,7
2015-04-01,Red Hook,99
2015-04-01,Rego Park,62
2015-04-01,Richmond Hill,44
2015-04-01,Ridgewood,104
2015-04-01,Riverdale/North Riverdale/Fieldston,100
2015-04-01,Roosevelt Island,12
2015-04-01,Rosedale,13
2015-04-01,Saint Albans,21
2015-04-01,Saint Michaels Cemetery/Woodside,5
2015-04-01,Schuylerville/Edgewater Park,4
2015-04-01,Seaport,239
2015-04-01,Sheepshead Bay,22
2015-04-01,SoHo,1223
2015-04-01,Soundview/Bruckner,14
2015-04-01,Soundview/Castle Hill,25
2015-04-01,South Beach/Dongan Hills,1
2015-04-01,South Jamaica,14
2015-04-01,South Ozone Park,60
2015-04-01,South Williamsburg,44
2015-04-01,Springfield Gardens North,17
2015-04-01,Springfield Gardens South,23
2015-04-01,Spuyten Duyvil/Kingsbridge,65
2015-04-01,Stapleton,6
2015-04-01,Starrett City,14
2015-04-01,Steinway,172
2015-04-01,Stuy Town/Peter Cooper Village,311
2015-04-01,Stuyvesant Heights,276
2015-04-01,Sunnyside,286
2015-04-01,Sunset Park East,45
2015-04-01,Sunset Park West,148
2015-04-01,Sutton Place/Turtle Bay North,852
2015-04-01,Times Sq/Theatre District,1808
2015-04-01,TriBeCa/Civic Center,2149
2015-04-01,Two Bridges/Seward Park,317
2015-04-01,UN/Turtle Bay South,697
2015-04-01,Union Sq,2250
2015-04-01,University Heights/Morris Heights,32
2015-04-01,Unknown,21
2015-04-01,Upper East Side North,1212
2015-04-01,Upper East Side South,1629
2015-04-01,Upper West Side North,702
2015-04-01,Upper West Side South,925
2015-04-01,Van Cortlandt Park,3
2015-04-01,Van Cortlandt Village,30
2015-04-01,Van Nest/Morris Park,28
2015-04-01,Washington Heights North,173
2015-04-01,Washington Heights South,222
2015-04-01,West Chelsea/Hudson Yards,1517
2015-04-01,West Concourse,50
2015-04-01,West Farms/Bronx River,15
2015-04-01,West Village,1365
2015-04-01,Westchester Village/Unionport,20
2015-04-01,Westerleigh,1
2015-04-01,Whitestone,22
2015-04-01,Willets Point,3
2015-04-01,Williamsbridge/Olinville,16
2015-04-01,Williamsburg (North Side),835
2015-04-01,Williamsburg (South Side),565
2015-04-01,Windsor Terrace,90
2015-04-01,Woodhaven,53
2015-04-01,Woodlawn/Wakefield,10
2015-04-01,Woodside,71
2015-04-01,World Trade Center,406
2015-04-01,Yorkville East,559
2015-04-01,Yorkville West,572
2015-04-02,Allerton/Pelham Gardens,21
2015-04-02,Alphabet City,390
2015-04-02,Arrochar/Fort Wadsworth,1
2015-04-02,Astoria,409
2015-04-02,Astoria Park,1
2015-04-02,Auburndale,19
2015-04-02,Baisley Park,37
2015-04-02,Bath Beach,20
2015-04-02,Battery Park,16
2015-04-02,Battery Park City,766
2015-04-02,Bay Ridge,167
2015-04-02,Bay Terrace/Fort Totten,15
2015-04-02,Bayside,48
2015-04-02,Bedford,390
2015-04-02,Bedford Park,35
2015-04-02,Bellerose,21
2015-04-02,Belmont,66
2015-04-02,Bensonhurst East,40
2015-04-02,Bensonhurst West,53
2015-04-02,Bloomfield/Emerson Hill,6
2015-04-02,Bloomingdale,107
2015-04-02,Boerum Hill,322
2015-04-02,Borough Park,87
2015-04-02,Briarwood/Jamaica Hills,56
2015-04-02,Brighton Beach,25
2015-04-02,Bronx Park,5
2015-04-02,Bronxdale,19
2015-04-02,Brooklyn Heights,387
2015-04-02,Brooklyn Navy Yard,69
2015-04-02,Brownsville,59
2015-04-02,Bushwick North,280
2015-04-02,Bushwick South,429
2015-04-02,Cambria Heights,10
2015-04-02,Canarsie,92
2015-04-02,Carroll Gardens,212
2015-04-02,Central Harlem,284
2015-04-02,Central Harlem North,303
2015-04-02,Central Park,261
2015-04-02,Chinatown,228
2015-04-02,Claremont/Bathgate,24
2015-04-02,Clinton East,1239
2015-04-02,Clinton Hill,452
2015-04-02,Clinton West,626
2015-04-02,Co-Op City,11
2015-04-02,Cobble Hill,118
2015-04-02,College Point,18
2015-04-02,Columbia Street,65
2015-04-02,Coney Island,25
2015-04-02,Corona,1
2015-04-02,Corona,32
2015-04-02,Country Club,4
2015-04-02,Crotona Park,1
2015-04-02,Crotona Park East,11
2015-04-02,Crown Heights North,496
2015-04-02,Crown Heights South,147
2015-04-02,Cypress Hills,26
2015-04-02,Douglaston,15
2015-04-02,Downtown Brooklyn/MetroTech,333
2015-04-02,DUMBO/Vinegar Hill,322
2015-04-02,Dyker Heights,57
2015-04-02,East Chelsea,1469
2015-04-02,East Concourse/Concourse Village,44
2015-04-02,East Elmhurst,58
2015-04-02,East Flatbush/Farragut,57
2015-04-02,East Flatbush/Remsen Village,85
2015-04-02,East Flushing,18
2015-04-02,East Harlem North,253
2015-04-02,East Harlem South,282
2015-04-02,East New York,93
2015-04-02,East New York/Pennsylvania Avenue,25
2015-04-02,East Tremont,15
2015-04-02,East Village,1845
2015-04-02,East Williamsburg,483
2015-04-02,Eastchester,17
2015-04-02,Elmhurst,112
2015-04-02,Elmhurst/Maspeth,36
2015-04-02,Erasmus,53
2015-04-02,Far Rockaway,1
2015-04-02,Financial District North,901
2015-04-02,Financial District South,364
2015-04-02,Flatbush/Ditmas Park,210
2015-04-02,Flatiron,1240
2015-04-02,Flatlands,78
2015-04-02,Flushing,88
2015-04-02,Flushing Meadows-Corona Park,5
2015-04-02,Fordham South,5
2015-04-02,Forest Hills,193
2015-04-02,Forest Park/Highland Park,2
2015-04-02,Fort Greene,332
2015-04-02,Fresh Meadows,22
2015-04-02,Garment District,992
2015-04-02,Glen Oaks,7
2015-04-02,Glendale,38
2015-04-02,Gowanus,174
2015-04-02,Gramercy,1329
2015-04-02,Gravesend,17
2015-04-02,Great Kills,1
2015-04-02,Greenpoint,634
2015-04-02,Greenwich Village North,1403
2015-04-02,Greenwich Village South,990
2015-04-02,Grymes Hill/Clifton,1
2015-04-02,Hamilton Heights,162
2015-04-02,Hammels/Arverne,2
2015-04-02,Heartland Village/Todt Hill,5
2015-04-02,Highbridge,21
2015-04-02,Highbridge Park,3
2015-04-02,Hillcrest/Pomonok,66
2015-04-02,Hollis,7
2015-04-02,Homecrest,100
2015-04-02,Howard Beach,30
2015-04-02,Hudson Sq,754
2015-04-02,Hunts Point,19
2015-04-02,Inwood,72
2015-04-02,Inwood Hill Park,5
2015-04-02,Jackson Heights,159
2015-04-02,Jamaica,78
2015-04-02,Jamaica Estates,28
2015-04-02,JFK Airport,1441
2015-04-02,Kensington,65
2015-04-02,Kew Gardens,53
2015-04-02,Kew Gardens Hills,66
2015-04-02,Kingsbridge Heights,15
2015-04-02,Kips Bay,605
2015-04-02,LaGuardia Airport,1587
2015-04-02,Laurelton,23
2015-04-02,Lenox Hill East,663
2015-04-02,Lenox Hill West,1018
2015-04-02,Lincoln Square East,941
2015-04-02,Lincoln Square West,559
2015-04-02,Little Italy/NoLiTa,1365
2015-04-02,Long Island City/Hunters Point,351
2015-04-02,Long Island City/Queens Plaza,82
2015-04-02,Longwood,13
2015-04-02,Lower East Side,1183
2015-04-02,Madison,34
2015-04-02,Manhattan Beach,23
2015-04-02,Manhattan Valley,293
2015-04-02,Manhattanville,78
2015-04-02,Marble Hill,10
2015-04-02,Marine Park/Floyd Bennett Field,3
2015-04-02,Marine Park/Mill Basin,54
2015-04-02,Mariners Harbor,3
2015-04-02,Maspeth,76
2015-04-02,Meatpacking/West Village West,1293
2015-04-02,Melrose South,29
2015-04-02,Middle Village,57
2015-04-02,Midtown Center,2904
2015-04-02,Midtown East,1969
2015-04-02,Midtown North,1653
2015-04-02,Midtown South,1638
2015-04-02,Midwood,96
2015-04-02,Morningside Heights,353
2015-04-02,Morrisania/Melrose,24
2015-04-02,Mott Haven/Port Morris,43
2015-04-02,Mount Hope,21
2015-04-02,Murray Hill,1646
2015-04-02,Murray Hill-Queens,17
2015-04-02,New Dorp/Midland Beach,2
2015-04-02,Newark Airport,1
2015-04-02,North Corona,21
2015-04-02,Norwood,28
2015-04-02,Oakland Gardens,23
2015-04-02,Ocean Hill,60
2015-04-02,Ocean Parkway South,32
2015-04-02,Old Astoria,107
2015-04-02,Ozone Park,22
2015-04-02,Park Slope,724
2015-04-02,Parkchester,19
2015-04-02,Pelham Bay,13
2015-04-02,Pelham Parkway,48
2015-04-02,Penn Station/Madison Sq West,1059
2015-04-02,Prospect Heights,222
2015-04-02,Prospect Park,40
2015-04-02,Prospect-Lefferts Gardens,180
2015-04-02,Queens Village,28
2015-04-02,Queensboro Hill,21
2015-04-02,Queensbridge/Ravenswood,19
2015-04-02,Randalls Island,5
2015-04-02,Red Hook,93
2015-04-02,Rego Park,75
2015-04-02,Richmond Hill,50
2015-04-02,Ridgewood,129
2015-04-02,Riverdale/North Riverdale/Fieldston,95
2015-04-02,Rockaway Park,1
2015-04-02,Roosevelt Island,13
2015-04-02,Rosedale,18
2015-04-02,Saint Albans,23
2015-04-02,Saint Michaels Cemetery/Woodside,3
2015-04-02,Schuylerville/Edgewater Park,28
2015-04-02,Seaport,269
2015-04-02,Sheepshead Bay,47
2015-04-02,SoHo,1227
2015-04-02,Soundview/Bruckner,13
2015-04-02,Soundview/Castle Hill,23
2015-04-02,South Beach/Dongan Hills,3
2015-04-02,South Jamaica,25
2015-04-02,South Ozone Park,45
2015-04-02,South Williamsburg,32
2015-04-02,Springfield Gardens North,16
2015-04-02,Springfield Gardens South,18
2015-04-02,Spuyten Duyvil/Kingsbridge,72
2015-04-02,Stapleton,2
2015-04-02,Starrett City,13
2015-04-02,Steinway,183
2015-04-02,Stuy Town/Peter Cooper Village,368
2015-04-02,Stuyvesant Heights,261
2015-04-02,Sunnyside,266
2015-04-02,Sunset Park East,48
2015-04-02,Sunset Park West,163
2015-04-02,Sutton Place/Turtle Bay North,927
2015-04-02,Times Sq/Theatre District,1829
2015-04-02,TriBeCa/Civic Center,2136
2015-04-02,Two Bridges/Seward Park,332
2015-04-02,UN/Turtle Bay South,785
2015-04-02,Union Sq,2549
2015-04-02,University Heights/Morris Heights,25
2015-04-02,Unknown,25
2015-04-02,Upper East Side North,1250
2015-04-02,Upper East Side South,1540
2015-04-02,Upper West Side North,678
2015-04-02,Upper West Side South,896
2015-04-02,Van Cortlandt Park,2
2015-04-02,Van Cortlandt Village,29
2015-04-02,Van Nest/Morris Park,41
2015-04-02,Washington Heights North,172
2015-04-02,Washington Heights South,231
2015-04-02,West Brighton,2
2015-04-02,West Chelsea/Hudson Yards,1568
2015-04-02,West Concourse,35
2015-04-02,West Farms/Bronx River,14
2015-04-02,West Village,1565
2015-04-02,Westchester Village/Unionport,26
2015-04-02,Westerleigh,4
2015-04-02,Whitestone,25
2015-04-02,Williamsbridge/Olinville,17
2015-04-02,Williamsburg (North Side),911
2015-04-02,Williamsburg (South Side),586
2015-04-02,Windsor Terrace,102
2015-04-02,Woodhaven,52
2015-04-02,Woodlawn/Wakefield,27
2015-04-02,Woodside,109
2015-04-02,World Trade Center,451
2015-04-02,Yorkville East,571
2015-04-02,Yorkville West,652
2015-04-03,Allerton/Pelham Gardens,12
2015-04-03,Alphabet City,548
2015-04-03,Arrochar/Fort Wadsworth,1
2015-04-03,Astoria,525
2015-04-03,Astoria Park,3
2015-04-03,Auburndale,21
2015-04-03,Baisley Park,26
2015-04-03,Bath Beach,26
2015-04-03,Battery Park,7
2015-04-03,Battery Park City,706
2015-04-03,Bay Ridge,193
2015-04-03,Bay Terrace/Fort Totten,19
2015-04-03,Bayside,55
2015-04-03,Bedford,420
2015-04-03,Bedford Park,29
2015-04-03,Bellerose,21
2015-04-03,Belmont,35
2015-04-03,Bensonhurst East,42
2015-04-03,Bensonhurst West,44
2015-04-03,Bloomfield/Emerson Hill,7
2015-04-03,Bloomingdale,132
2015-04-03,Boerum Hill,375
2015-04-03,Borough Park,73
2015-04-03,Briarwood/Jamaica Hills,63
2015-04-03,Brighton Beach,24
2015-04-03,Bronx Park,4
2015-04-03,Bronxdale,19
2015-04-03,Brooklyn Heights,466
2015-04-03,Brooklyn Navy Yard,62
2015-04-03,Brownsville,72
2015-04-03,Bushwick North,356
2015-04-03,Bushwick South,540
2015-04-03,Cambria Heights,9
2015-04-03,Canarsie,98
2015-04-03,Carroll Gardens,232
2015-04-03,Central Harlem,336
2015-04-03,Central Harlem North,341
2015-04-03,Central Park,263
2015-04-03,Chinatown,255
2015-04-03,City Island,2
2015-04-03,Claremont/Bathgate,20
2015-04-03,Clinton East,1413
2015-04-03,Clinton Hill,534
2015-04-03,Clinton West,770
2015-04-03,Co-Op City,23
2015-04-03,Cobble Hill,150
2015-04-03,College Point,14
2015-04-03,Columbia Street,56
2015-04-03,Coney Island,23
2015-04-03,Corona,2
2015-04-03,Corona,54
2015-04-03,Country Club,4
2015-04-03,Crotona Park East,10
2015-04-03,Crown Heights North,531
2015-04-03,Crown Heights South,136
2015-04-03,Cypress Hills,30
2015-04-03,Douglaston,15
2015-04-03,Downtown Brooklyn/MetroTech,319
2015-04-03,DUMBO/Vinegar Hill,283
2015-04-03,Dyker Heights,53
2015-04-03,East Chelsea,1580
2015-04-03,East Concourse/Concourse Village,45
2015-04-03,East Elmhurst,40
2015-04-03,East Flatbush/Farragut,55
2015-04-03,East Flatbush/Remsen Village,69
2015-04-03,East Flushing,22
2015-04-03,East Harlem North,243
2015-04-03,East Harlem South,297
2015-04-03,East New York,99
2015-04-03,East New York/Pennsylvania Avenue,30
2015-04-03,East Tremont,20
2015-04-03,East Village,2420
2015-04-03,East Williamsburg,623
2015-04-03,Eastchester,10
2015-04-03,Elmhurst,119
2015-04-03,Elmhurst/Maspeth,53
2015-04-03,Erasmus,53
2015-04-03,Far Rockaway,2
2015-04-03,Financial District North,847
2015-04-03,Financial District South,268
2015-04-03,Flatbush/Ditmas Park,238
2015-04-03,Flatiron,1270
2015-04-03,Flatlands,95
2015-04-03,Flushing,79
2015-04-03,Flushing Meadows-Corona Park,10
2015-04-03,Fordham South,13
2015-04-03,Forest Hills,251
2015-04-03,Forest Park/Highland Park,4
2015-04-03,Fort Greene,447
2015-04-03,Fresh Meadows,24
2015-04-03,Garment District,770
2015-04-03,Glen Oaks,14
2015-04-03,Glendale,52
2015-04-03,Gowanus,169
2015-04-03,Gramercy,1527
2015-04-03,Gravesend,23
2015-04-03,Great Kills,1
2015-04-03,Green-Wood Cemetery,1
2015-04-03,Greenpoint,845
2015-04-03,Greenwich Village North,1465
2015-04-03,Greenwich Village South,1130
2015-04-03,Grymes Hill/Clifton,2
2015-04-03,Hamilton Heights,190
2015-04-03,Hammels/Arverne,4
2015-04-03,Heartland Village/Todt Hill,4
2015-04-03,Highbridge,27
2015-04-03,Highbridge Park,1
2015-04-03,Hillcrest/Pomonok,67
2015-04-03,Hollis,10
2015-04-03,Homecrest,91
2015-04-03,Howard Beach,21
2015-04-03,Hudson Sq,604
2015-04-03,Hunts Point,18
2015-04-03,Inwood,100
2015-04-03,Inwood Hill Park,5
2015-04-03,Jackson Heights,196
2015-04-03,Jamaica,94
2015-04-03,Jamaica Estates,28
2015-04-03,JFK Airport,1323
2015-04-03,Kensington,67
2015-04-03,Kew Gardens,82
2015-04-03,Kew Gardens Hills,56
2015-04-03,Kingsbridge Heights,17
2015-04-03,Kips Bay,750
