Date,neighbourhood,count
2015-01-04,East Chelsea,743
2015-01-04,East Concourse/Concourse Village,26
2015-01-04,East Elmhurst,28
2015-01-04,East Flatbush/Farragut,40
2015-01-04,East Flatbush/Remsen Village,31
2015-01-04,East Flushing,13
2015-01-04,East Harlem North,176
2015-01-04,East Harlem South,155
2015-01-04,East New York,45
2015-01-04,East New York/Pennsylvania Avenue,13
2015-01-04,East Tremont,12
2015-01-04,East Village,1419
2015-01-04,East Williamsburg,458
2015-01-04,Eastchester,7
2015-01-04,Elmhurst,69
2015-01-04,Elmhurst/Maspeth,34
2015-01-04,Erasmus,23
2015-01-04,Far Rockaway,1
2015-01-04,Financial District North,376
2015-01-04,Financial District South,112
2015-01-04,Flatbush/Ditmas Park,132
2015-01-04,Flatiron,554
2015-01-04,Flatlands,39
2015-01-04,Flushing,68
2015-01-04,Flushing Meadows-Corona Park,13
2015-01-04,Fordham South,10
2015-01-04,Forest Hills,129
2015-01-04,Fort Greene,288
2015-01-04,Fresh Meadows,10
2015-01-04,Garment District,229
2015-01-04,Glen Oaks,2
2015-01-04,Glendale,22
2015-01-04,Gowanus,164
2015-01-04,Gramercy,703
2015-01-04,Gravesend,10
2015-01-04,Green-Wood Cemetery,1
2015-01-04,Greenpoint,503
2015-01-04,Greenwich Village North,570
2015-01-04,Greenwich Village South,608
2015-01-04,Grymes Hill/Clifton,2
2015-01-04,Hamilton Heights,118
2015-01-04,Hammels/Arverne,6
2015-01-04,Heartland Village/Todt Hill,3
2015-01-04,Highbridge,13
2015-01-04,Highbridge Park,1
2015-01-04,Hillcrest/Pomonok,15
2015-01-04,Hollis,4
2015-01-04,Homecrest,63
2015-01-04,Howard Beach,18
2015-01-04,Hudson Sq,201
2015-01-04,Hunts Point,3
2015-01-04,Inwood,55
2015-01-04,Inwood Hill Park,5
2015-01-04,Jackson Heights,158
2015-01-04,Jamaica,39
2015-01-04,Jamaica Estates,17
2015-01-04,JFK Airport,2449
2015-01-04,Kensington,41
2015-01-04,Kew Gardens,30
2015-01-04,Kew Gardens Hills,23
2015-01-04,Kingsbridge Heights,7
2015-01-04,Kips Bay,413
2015-01-04,LaGuardia Airport,1495
2015-01-04,Laurelton,13
2015-01-04,Lenox Hill East,351
2015-01-04,Lenox Hill West,564
2015-01-04,Lincoln Square East,524
2015-01-04,Lincoln Square West,335
2015-01-04,Little Italy/NoLiTa,714
2015-01-04,Long Island City/Hunters Point,275
2015-01-04,Long Island City/Queens Plaza,69
2015-01-04,Longwood,13
2015-01-04,Lower East Side,960
2015-01-04,Madison,28
2015-01-04,Manhattan Beach,13
2015-01-04,Manhattan Valley,184
2015-01-04,Manhattanville,54
2015-01-04,Marble Hill,5
2015-01-04,Marine Park/Floyd Bennett Field,2
2015-01-04,Marine Park/Mill Basin,23
2015-01-04,Mariners Harbor,1
2015-01-04,Maspeth,25
2015-01-04,Meatpacking/West Village West,613
2015-01-04,Melrose South,15
2015-01-04,Middle Village,32
2015-01-04,Midtown Center,577
2015-01-04,Midtown East,431
2015-01-04,Midtown North,600
2015-01-04,Midtown South,552
2015-01-04,Midwood,52
2015-01-04,Morningside Heights,103
2015-01-04,Morrisania/Melrose,17
2015-01-04,Mott Haven/Port Morris,44
2015-01-04,Mount Hope,13
2015-01-04,Murray Hill,661
2015-01-04,Murray Hill-Queens,24
2015-01-04,North Corona,13
2015-01-04,Norwood,17
2015-01-04,Oakland Gardens,7
2015-01-04,Ocean Hill,44
2015-01-04,Ocean Parkway South,17
2015-01-04,Old Astoria,95
2015-01-04,Ozone Park,13
2015-01-04,Park Slope,567
2015-01-04,Parkchester,17
2015-01-04,Pelham Bay,9
2015-01-04,Pelham Bay Park,1
2015-01-04,Pelham Parkway,14
2015-01-04,Penn Station/Madison Sq West,550
2015-01-04,Prospect Heights,232
2015-01-04,Prospect Park,22
2015-01-04,Prospect-Lefferts Gardens,171
2015-01-04,Queens Village,14
2015-01-04,Queensboro Hill,16
2015-01-04,Queensbridge/Ravenswood,27
2015-01-04,Randalls Island,2
2015-01-04,Red Hook,64
2015-01-04,Rego Park,36
2015-01-04,Richmond Hill,28
2015-01-04,Ridgewood,103
2015-01-04,Riverdale/North Riverdale/Fieldston,24
2015-01-04,Rockaway Park,4
2015-01-04,Roosevelt Island,15
2015-01-04,Rosedale,7
2015-01-04,Saint Albans,10
2015-01-04,Saint George/New Brighton,1
2015-01-04,Saint Michaels Cemetery/Woodside,3
2015-01-04,Schuylerville/Edgewater Park,20
2015-01-04,Seaport,139
2015-01-04,Sheepshead Bay,24
2015-01-04,SoHo,461
2015-01-04,Soundview/Bruckner,14
2015-01-04,Soundview/Castle Hill,9
2015-01-04,South Beach/Dongan Hills,3
2015-01-04,South Jamaica,9
2015-01-04,South Ozone Park,35
2015-01-04,South Williamsburg,22
2015-01-04,Springfield Gardens North,12
2015-01-04,Springfield Gardens South,9
2015-01-04,Spuyten Duyvil/Kingsbridge,40
2015-01-04,Stapleton,1
2015-01-04,Starrett City,7
2015-01-04,Steinway,189
2015-01-04,Stuy Town/Peter Cooper Village,227
2015-01-04,Stuyvesant Heights,234
2015-01-04,Sunnyside,177
2015-01-04,Sunset Park East,35
2015-01-04,Sunset Park West,94
2015-01-04,Sutton Place/Turtle Bay North,466
2015-01-04,Times Sq/Theatre District,704
2015-01-04,TriBeCa/Civic Center,917
2015-01-04,Two Bridges/Seward Park,258
2015-01-04,UN/Turtle Bay South,398
2015-01-04,Union Sq,804
2015-01-04,University Heights/Morris Heights,11
2015-01-04,Unknown,18
2015-01-04,Upper East Side North,589
2015-01-04,Upper East Side South,686
2015-01-04,Upper West Side North,371
2015-01-04,Upper West Side South,541
2015-01-04,Van Cortlandt Park,1
2015-01-04,Van Cortlandt Village,24
2015-01-04,Van Nest/Morris Park,34
2015-01-04,Washington Heights North,120
2015-01-04,Washington Heights South,145
2015-01-04,West Brighton,2
2015-01-04,West Chelsea/Hudson Yards,600
2015-01-04,West Concourse,19
2015-01-04,West Farms/Bronx River,10
2015-01-04,West Village,898
2015-01-04,Westchester Village/Unionport,13
2015-01-04,Whitestone,22
2015-01-04,Willets Point,1
2015-01-04,Williamsbridge/Olinville,13
2015-01-04,Williamsburg (North Side),767
2015-01-04,Williamsburg (South Side),568
2015-01-04,Windsor Terrace,74
2015-01-04,Woodhaven,27
2015-01-04,Woodlawn/Wakefield,9
2015-01-04,Woodside,70
2015-01-04,World Trade Center,126
2015-01-04,Yorkville East,309
2015-01-04,Yorkville West,462
2015-01-05,Allerton/Pelham Gardens,12
2015-01-05,Alphabet City,278
2015-01-05,Arrochar/Fort Wadsworth,1
2015-01-05,Astoria,238
2015-01-05,Astoria Park,1
2015-01-05,Auburndale,6
2015-01-05,Baisley Park,24
2015-01-05,Bath Beach,16
2015-01-05,Battery Park,10
2015-01-05,Battery Park City,451
2015-01-05,Bay Ridge,94
2015-01-05,Bay Terrace/Fort Totten,6
2015-01-05,Bayside,18
2015-01-05,Bedford,226
2015-01-05,Bedford Park,5
2015-01-05,Bellerose,7
2015-01-05,Belmont,19
2015-01-05,Bensonhurst East,23
2015-01-05,Bensonhurst West,25
2015-01-05,Bloomfield/Emerson Hill,2
2015-01-05,Bloomingdale,67
2015-01-05,Boerum Hill,225
2015-01-05,Borough Park,50
2015-01-05,Briarwood/Jamaica Hills,27
2015-01-05,Brighton Beach,16
2015-01-05,Bronxdale,9
2015-01-05,Brooklyn Heights,270
2015-01-05,Brooklyn Navy Yard,31
2015-01-05,Brownsville,29
2015-01-05,Bushwick North,196
2015-01-05,Bushwick South,262
2015-01-05,Cambria Heights,9
2015-01-05,Canarsie,41
2015-01-05,Carroll Gardens,120
2015-01-05,Central Harlem,189
2015-01-05,Central Harlem North,183
2015-01-05,Central Park,147
2015-01-05,Chinatown,122
2015-01-05,City Island,1
2015-01-05,Claremont/Bathgate,8
2015-01-05,Clinton East,607
2015-01-05,Clinton Hill,211
2015-01-05,Clinton West,624
2015-01-05,Co-Op City,8
2015-01-05,Cobble Hill,87
2015-01-05,College Point,7
2015-01-05,Columbia Street,45
2015-01-05,Coney Island,4
2015-01-05,Corona,19
2015-01-05,Country Club,1
2015-01-05,Crotona Park East,4
2015-01-05,Crown Heights North,264
2015-01-05,Crown Heights South,55
2015-01-05,Cypress Hills,10
2015-01-05,Douglaston,6
2015-01-05,Downtown Brooklyn/MetroTech,176
2015-01-05,DUMBO/Vinegar Hill,203
2015-01-05,Dyker Heights,23
2015-01-05,East Chelsea,726
2015-01-05,East Concourse/Concourse Village,24
2015-01-05,East Elmhurst,30
2015-01-05,East Flatbush/Farragut,35
2015-01-05,East Flatbush/Remsen Village,39
2015-01-05,East Flushing,17
2015-01-05,East Harlem North,137
2015-01-05,East Harlem South,146
2015-01-05,East New York,46
2015-01-05,East New York/Pennsylvania Avenue,11
2015-01-05,East Tremont,7
2015-01-05,East Village,976
2015-01-05,East Williamsburg,291
2015-01-05,Eastchester,8
2015-01-05,Elmhurst,67
2015-01-05,Elmhurst/Maspeth,19
2015-01-05,Erasmus,17
2015-01-05,Far Rockaway,4
2015-01-05,Financial District North,455
2015-01-05,Financial District South,166
2015-01-05,Flatbush/Ditmas Park,116
2015-01-05,Flatiron,592
2015-01-05,Flatlands,47
2015-01-05,Flushing,58
2015-01-05,Flushing Meadows-Corona Park,3
2015-01-05,Fordham South,8
2015-01-05,Forest Hills,95
2015-01-05,Forest Park/Highland Park,2
2015-01-05,Fort Greene,220
2015-01-05,Fresh Meadows,11
2015-01-05,Garment District,544
2015-01-05,Glen Oaks,8
2015-01-05,Glendale,13
2015-01-05,Gowanus,119
2015-01-05,Gramercy,667
2015-01-05,Gravesend,7
2015-01-05,Green-Wood Cemetery,1
2015-01-05,Greenpoint,384
2015-01-05,Greenwich Village North,681
2015-01-05,Greenwich Village South,467
2015-01-05,Grymes Hill/Clifton,1
2015-01-05,Hamilton Heights,100
2015-01-05,Hammels/Arverne,4
2015-01-05,Heartland Village/Todt Hill,1
2015-01-05,Highbridge,13
2015-01-05,Hillcrest/Pomonok,25
2015-01-05,Hollis,5
2015-01-05,Homecrest,53
2015-01-05,Howard Beach,13
2015-01-05,Hudson Sq,422
2015-01-05,Hunts Point,6
2015-01-05,Inwood,29
2015-01-05,Inwood Hill Park,3
2015-01-05,Jackson Heights,106
2015-01-05,Jamaica,36
2015-01-05,Jamaica Estates,15
2015-01-05,JFK Airport,2195
2015-01-05,Kensington,43
2015-01-05,Kew Gardens,24
2015-01-05,Kew Gardens Hills,27
2015-01-05,Kingsbridge Heights,9
2015-01-05,Kips Bay,369
2015-01-05,LaGuardia Airport,1311
2015-01-05,Laurelton,4
2015-01-05,Lenox Hill East,514
2015-01-05,Lenox Hill West,727
2015-01-05,Lincoln Square East,611
2015-01-05,Lincoln Square West,402
2015-01-05,Little Italy/NoLiTa,667
2015-01-05,Long Island City/Hunters Point,253
2015-01-05,Long Island City/Queens Plaza,56
2015-01-05,Longwood,3
2015-01-05,Lower East Side,513
2015-01-05,Madison,21
2015-01-05,Manhattan Beach,11
2015-01-05,Manhattan Valley,191
2015-01-05,Manhattanville,53
2015-01-05,Marble Hill,5
2015-01-05,Marine Park/Floyd Bennett Field,1
2015-01-05,Marine Park/Mill Basin,30
2015-01-05,Maspeth,35
2015-01-05,Meatpacking/West Village West,653
2015-01-05,Melrose South,11
2015-01-05,Middle Village,20
2015-01-05,Midtown Center,1710
2015-01-05,Midtown East,1024
2015-01-05,Midtown North,949
2015-01-05,Midtown South,823
2015-01-05,Midwood,54
2015-01-05,Morningside Heights,109
2015-01-05,Morrisania/Melrose,7
2015-01-05,Mott Haven/Port Morris,30
2015-01-05,Mount Hope,9
2015-01-05,Murray Hill,867
2015-01-05,Murray Hill-Queens,18
2015-01-05,New Dorp/Midland Beach,1
2015-01-05,Newark Airport,1
2015-01-05,North Corona,9
2015-01-05,Norwood,19
2015-01-05,Oakland Gardens,7
2015-01-05,Oakwood,1
2015-01-05,Ocean Hill,28
2015-01-05,Ocean Parkway South,28
2015-01-05,Old Astoria,68
2015-01-05,Ozone Park,4
2015-01-05,Park Slope,552
2015-01-05,Parkchester,13
2015-01-05,Pelham Bay,5
2015-01-05,Pelham Bay Park,1
2015-01-05,Pelham Parkway,24
2015-01-05,Penn Station/Madison Sq West,502
2015-01-05,Prospect Heights,179
2015-01-05,Prospect Park,16
2015-01-05,Prospect-Lefferts Gardens,116
2015-01-05,Queens Village,4
2015-01-05,Queensboro Hill,23
2015-01-05,Queensbridge/Ravenswood,10
2015-01-05,Randalls Island,1
2015-01-05,Red Hook,59
2015-01-05,Rego Park,33
2015-01-05,Richmond Hill,26
2015-01-05,Ridgewood,60
2015-01-05,Riverdale/North Riverdale/Fieldston,47
2015-01-05,Rockaway Park,3
2015-01-05,Roosevelt Island,13
2015-01-05,Rosedale,8
2015-01-05,Saint Albans,12
2015-01-05,Saint George/New Brighton,1
2015-01-05,Saint Michaels Cemetery/Woodside,1
2015-01-05,Schuylerville/Edgewater Park,13
2015-01-05,Seaport,134
2015-01-05,Sheepshead Bay,10
2015-01-05,SoHo,685
2015-01-05,Soundview/Bruckner,13
2015-01-05,Soundview/Castle Hill,15
2015-01-05,South Beach/Dongan Hills,5
2015-01-05,South Jamaica,9
2015-01-05,South Ozone Park,30
2015-01-05,South Williamsburg,16
2015-01-05,Springfield Gardens North,5
2015-01-05,Springfield Gardens South,8
2015-01-05,Spuyten Duyvil/Kingsbridge,31
2015-01-05,Stapleton,2
2015-01-05,Starrett City,7
2015-01-05,Steinway,124
2015-01-05,Stuy Town/Peter Cooper Village,242
2015-01-05,Stuyvesant Heights,175
2015-01-05,Sunnyside,182
2015-01-05,Sunset Park East,29
2015-01-05,Sunset Park West,94
2015-01-05,Sutton Place/Turtle Bay North,528
2015-01-05,Times Sq/Theatre District,919
2015-01-05,TriBeCa/Civic Center,1199
2015-01-05,Two Bridges/Seward Park,198
2015-01-05,UN/Turtle Bay South,448
2015-01-05,Union Sq,1223
2015-01-05,University Heights/Morris Heights,15
2015-01-05,Unknown,19
2015-01-05,Upper East Side North,927
2015-01-05,Upper East Side South,941
2015-01-05,Upper West Side North,527
2015-01-05,Upper West Side South,700
2015-01-05,Van Cortlandt Park,1
2015-01-05,Van Cortlandt Village,20
2015-01-05,Van Nest/Morris Park,16
2015-01-05,Washington Heights North,112
2015-01-05,Washington Heights South,140
2015-01-05,West Brighton,1
2015-01-05,West Chelsea/Hudson Yards,825
2015-01-05,West Concourse,21
2015-01-05,West Farms/Bronx River,11
2015-01-05,West Village,751
2015-01-05,Westchester Village/Unionport,11
2015-01-05,Westerleigh,3
2015-01-05,Whitestone,12
2015-01-05,Williamsbridge/Olinville,6
2015-01-05,Williamsburg (North Side),516
2015-01-05,Williamsburg (South Side),401
2015-01-05,Windsor Terrace,69
2015-01-05,Woodhaven,26
2015-01-05,Woodlawn/Wakefield,5
2015-01-05,Woodside,65
2015-01-05,World Trade Center,195
2015-01-05,Yorkville East,416
2015-01-05,Yorkville West,434
2015-01-06,Allerton/Pelham Gardens,12
2015-01-06,Alphabet City,278
2015-01-06,Arrochar/Fort Wadsworth,2
2015-01-06,Astoria,266
2015-01-06,Auburndale,8
2015-01-06,Baisley Park,10
2015-01-06,Bath Beach,14
2015-01-06,Battery Park,7
2015-01-06,Battery Park City,565
2015-01-06,Bay Ridge,104
2015-01-06,Bay Terrace/Fort Totten,8
2015-01-06,Bayside,15
2015-01-06,Bedford,248
2015-01-06,Bedford Park,14
2015-01-06,Bellerose,10
2015-01-06,Belmont,15
2015-01-06,Bensonhurst East,23
2015-01-06,Bensonhurst West,33
2015-01-06,Bloomingdale,88
2015-01-06,Boerum Hill,225
2015-01-06,Borough Park,68
2015-01-06,Briarwood/Jamaica Hills,30
2015-01-06,Brighton Beach,12
2015-01-06,Bronx Park,5
2015-01-06,Bronxdale,11
2015-01-06,Brooklyn Heights,255
2015-01-06,Brooklyn Navy Yard,39
2015-01-06,Brownsville,38
2015-01-06,Bushwick North,220
2015-01-06,Bushwick South,322
2015-01-06,Cambria Heights,5
2015-01-06,Canarsie,34
2015-01-06,Carroll Gardens,137
2015-01-06,Central Harlem,210
2015-01-06,Central Harlem North,185
2015-01-06,Central Park,193
2015-01-06,Chinatown,173
2015-01-06,Claremont/Bathgate,7
2015-01-06,Clinton East,867
2015-01-06,Clinton Hill,267
2015-01-06,Clinton West,731
2015-01-06,Co-Op City,6
2015-01-06,Cobble Hill,93
2015-01-06,College Point,10
2015-01-06,Columbia Street,47
2015-01-06,Coney Island,11
2015-01-06,Corona,3
2015-01-06,Corona,22
2015-01-06,Country Club,2
2015-01-06,Crotona Park East,5
2015-01-06,Crown Heights North,305
2015-01-06,Crown Heights South,74
2015-01-06,Cypress Hills,16
2015-01-06,Douglaston,12
2015-01-06,Downtown Brooklyn/MetroTech,177
2015-01-06,DUMBO/Vinegar Hill,231
2015-01-06,Dyker Heights,22
2015-01-06,East Chelsea,1003
2015-01-06,East Concourse/Concourse Village,21
2015-01-06,East Elmhurst,26
2015-01-06,East Flatbush/Farragut,38
2015-01-06,East Flatbush/Remsen Village,35
2015-01-06,East Flushing,19
2015-01-06,East Harlem North,165
2015-01-06,East Harlem South,201
2015-01-06,East New York,34
2015-01-06,East New York/Pennsylvania Avenue,15
2015-01-06,East Tremont,16
2015-01-06,East Village,1215
2015-01-06,East Williamsburg,306
2015-01-06,Eastchester,4
2015-01-06,Elmhurst,62
2015-01-06,Elmhurst/Maspeth,27
2015-01-06,Erasmus,25
2015-01-06,Far Rockaway,3
2015-01-06,Financial District North,582
2015-01-06,Financial District South,247
2015-01-06,Flatbush/Ditmas Park,130
2015-01-06,Flatiron,768
2015-01-06,Flatlands,39
2015-01-06,Flushing,59
2015-01-06,Flushing Meadows-Corona Park,1
2015-01-06,Fordham South,5
2015-01-06,Forest Hills,127
2015-01-06,Fort Greene,241
2015-01-06,Fresh Meadows,10
2015-01-06,Garment District,797
2015-01-06,Glen Oaks,6
2015-01-06,Glendale,17
2015-01-06,Gowanus,127
2015-01-06,Gramercy,802
2015-01-06,Gravesend,11
2015-01-06,Green-Wood Cemetery,1
2015-01-06,Greenpoint,418
2015-01-06,Greenwich Village North,911
2015-01-06,Greenwich Village South,668
2015-01-06,Grymes Hill/Clifton,1
2015-01-06,Hamilton Heights,107
2015-01-06,Hammels/Arverne,1
2015-01-06,Highbridge,10
2015-01-06,Highbridge Park,1
2015-01-06,Hillcrest/Pomonok,37
2015-01-06,Hollis,1
2015-01-06,Homecrest,68
2015-01-06,Howard Beach,18
2015-01-06,Hudson Sq,564
2015-01-06,Hunts Point,14
2015-01-06,Inwood,36
2015-01-06,Inwood Hill Park,1
2015-01-06,Jackson Heights,87
2015-01-06,Jamaica,30
2015-01-06,Jamaica Estates,12
2015-01-06,JFK Airport,1209
2015-01-06,Kensington,36
2015-01-06,Kew Gardens,31
2015-01-06,Kew Gardens Hills,24
2015-01-06,Kingsbridge Heights,9
2015-01-06,Kips Bay,463
2015-01-06,LaGuardia Airport,956
2015-01-06,Laurelton,7
2015-01-06,Lenox Hill East,711
2015-01-06,Lenox Hill West,973
2015-01-06,Lincoln Square East,801
2015-01-06,Lincoln Square West,503
2015-01-06,Little Italy/NoLiTa,886
2015-01-06,Long Island City/Hunters Point,246
2015-01-06,Long Island City/Queens Plaza,60
2015-01-06,Longwood,4
2015-01-06,Lower East Side,633
2015-01-06,Madison,22
2015-01-06,Manhattan Beach,8
2015-01-06,Manhattan Valley,217
2015-01-06,Manhattanville,61
2015-01-06,Marble Hill,4
2015-01-06,Marine Park/Floyd Bennett Field,1
2015-01-06,Marine Park/Mill Basin,28
2015-01-06,Mariners Harbor,1
2015-01-06,Maspeth,38
2015-01-06,Meatpacking/West Village West,894
2015-01-06,Melrose South,16
2015-01-06,Middle Village,16
2015-01-06,Midtown Center,2422
2015-01-06,Midtown East,1416
2015-01-06,Midtown North,1367
2015-01-06,Midtown South,1165
2015-01-06,Midwood,67
2015-01-06,Morningside Heights,149
2015-01-06,Morrisania/Melrose,14
2015-01-06,Mott Haven/Port Morris,38
2015-01-06,Mount Hope,17
2015-01-06,Murray Hill,1231
2015-01-06,Murray Hill-Queens,17
2015-01-06,North Corona,9
2015-01-06,Norwood,27
2015-01-06,Oakland Gardens,12
2015-01-06,Ocean Hill,29
2015-01-06,Ocean Parkway South,24
2015-01-06,Old Astoria,69
2015-01-06,Ozone Park,6
2015-01-06,Park Slope,554
2015-01-06,Parkchester,9
2015-01-06,Pelham Bay,8
2015-01-06,Pelham Parkway,23
2015-01-06,Penn Station/Madison Sq West,682
2015-01-06,Prospect Heights,194
2015-01-06,Prospect Park,13
2015-01-06,Prospect-Lefferts Gardens,107
2015-01-06,Queens Village,17
2015-01-06,Queensboro Hill,19
2015-01-06,Queensbridge/Ravenswood,25
2015-01-06,Randalls Island,5
2015-01-06,Red Hook,51
2015-01-06,Rego Park,34
2015-01-06,Richmond Hill,28
2015-01-06,Ridgewood,70
2015-01-06,Riverdale/North Riverdale/Fieldston,72
2015-01-06,Roosevelt Island,12
2015-01-06,Rosedale,12
2015-01-06,Saint Albans,7
2015-01-06,Saint George/New Brighton,4
2015-01-06,Saint Michaels Cemetery/Woodside,2
2015-01-06,Schuylerville/Edgewater Park,13
2015-01-06,Seaport,199
2015-01-06,Sheepshead Bay,17
2015-01-06,SoHo,929
2015-01-06,Soundview/Bruckner,11
2015-01-06,Soundview/Castle Hill,16
2015-01-06,South Beach/Dongan Hills,1
2015-01-06,South Jamaica,13
2015-01-06,South Ozone Park,24
2015-01-06,South Williamsburg,29
2015-01-06,Springfield Gardens North,12
2015-01-06,Springfield Gardens South,13
2015-01-06,Spuyten Duyvil/Kingsbridge,44
2015-01-06,Starrett City,3
2015-01-06,Steinway,168
2015-01-06,Stuy Town/Peter Cooper Village,272
2015-01-06,Stuyvesant Heights,200
2015-01-06,Sunnyside,182
2015-01-06,Sunset Park East,26
2015-01-06,Sunset Park West,101
2015-01-06,Sutton Place/Turtle Bay North,718
2015-01-06,Times Sq/Theatre District,1295
